"","DC1","DC2","DC3","DS1","DS2","DS3","SC1","SC2","SC3","SS1","SS2","SS3","U1","U2","U3"
"Otu02785",2,0,2,0,1,0,0,0,0,1,1,0,8,13,8
"Otu02944",0,0,0,0,0,0,2,33,0,0,0,0,0,0,1
"Otu02997",3,4,3,8,4,3,2,1,3,3,1,0,0,0,1
"Otu02164",2,1,4,1,0,3,1,2,0,3,0,0,5,7,6
"Otu02254",3,6,2,0,3,6,3,4,0,2,5,1,0,0,0
"Otu02281",0,4,0,0,9,1,1,2,8,2,4,1,2,0,1
"Otu02283",0,2,2,0,2,4,0,2,0,0,3,3,1,8,8
"Otu02298",0,0,0,3,0,0,2,2,3,3,2,3,7,2,8
"Otu02311",2,4,0,2,0,5,0,3,3,4,3,1,4,4,0
"Otu02315",0,4,0,1,0,3,3,1,0,0,11,2,3,3,4
"Otu02317",1,6,0,3,6,3,5,1,0,0,6,3,0,0,1
"Otu02337",0,0,0,0,2,1,1,4,5,3,1,1,4,7,6
"Otu02342",1,5,2,2,1,5,0,6,2,1,1,4,2,0,3
"Otu02344",2,3,1,4,1,3,3,3,3,4,3,2,3,0,0
"Otu02357",0,0,4,0,2,2,0,0,10,2,2,3,3,2,5
"Otu02360",0,0,0,0,2,0,1,0,0,0,1,0,12,9,10
"Otu02398",3,4,1,0,0,2,2,3,2,0,4,1,5,8,0
"Otu02401",3,5,3,1,3,2,2,2,4,3,1,4,0,2,0
"Otu02442",0,0,13,0,0,0,6,4,0,3,1,2,4,1,1
"Otu02446",5,5,0,3,4,0,0,0,0,0,7,0,3,3,5
"Otu02454",0,3,3,4,2,1,0,4,0,3,6,5,1,2,1
"Otu02471",0,0,0,0,5,1,3,2,2,8,0,12,0,0,2
"Otu02477",2,5,3,7,1,0,2,1,1,2,3,2,0,4,2
"Otu02481",0,2,3,0,0,0,0,30,0,0,0,0,0,0,0
"Otu02493",4,3,0,0,2,1,4,1,0,0,2,3,5,4,6
"Otu02496",0,0,0,1,2,0,4,0,1,2,4,1,2,12,6
"Otu02501",4,1,0,2,0,9,2,6,3,2,5,0,1,0,0
"Otu02518",6,6,0,0,0,3,0,4,0,4,2,2,5,2,1
"Otu02531",0,0,2,0,1,0,2,2,8,1,5,3,10,1,0
"Otu02543",1,0,1,2,3,1,1,3,4,3,5,0,4,4,3
"Otu02582",4,2,2,0,0,4,1,2,0,1,0,4,6,6,3
"Otu02611",5,5,4,0,1,2,1,1,0,3,2,3,1,4,3
"Otu02634",18,2,0,0,2,8,0,1,1,1,0,2,0,0,0
"Otu02665",1,1,1,0,4,3,2,4,3,2,5,2,5,0,2
"Otu02676",17,6,0,0,0,0,0,5,2,1,3,1,0,0,0
"Otu02698",4,2,2,2,3,0,1,0,5,0,0,7,5,4,0
"Otu02753",1,11,5,1,1,1,0,3,1,2,2,0,4,3,0
"Otu02758",0,0,2,4,1,0,6,4,10,4,0,2,0,1,1
"Otu02764",4,0,0,2,0,0,1,1,9,5,5,5,2,0,1
"Otu02787",2,3,5,0,3,2,5,2,6,0,2,3,1,0,1
"Otu02808",11,1,6,0,1,0,2,0,1,1,6,6,0,0,0
"Otu02823",0,4,3,2,0,5,6,3,2,1,3,5,0,1,0
"Otu02829",8,0,3,1,2,6,2,1,4,1,0,2,1,2,2
"Otu02862",1,0,3,0,0,2,1,3,5,2,0,1,5,5,7
"Otu02880",10,8,0,0,0,0,0,16,0,0,0,0,0,0,1
"Otu02884",1,0,1,1,4,1,6,0,0,3,4,5,4,5,0
"Otu02950",12,19,0,1,0,0,0,0,2,0,0,0,0,0,1
"Otu03005",0,0,2,0,5,4,5,2,0,2,0,0,4,4,7
"Otu03234",0,0,0,34,0,0,0,0,0,0,0,0,0,0,1
"Otu02046",2,1,5,1,7,1,5,2,2,3,0,4,1,0,0
"Otu02111",2,1,1,0,0,0,0,0,0,0,0,0,8,9,13
"Otu02122",0,2,0,2,2,5,3,0,3,4,2,2,5,2,2
"Otu02123",3,8,2,0,3,1,3,3,2,4,2,0,3,0,0
"Otu02142",3,1,3,0,6,1,3,4,2,3,4,4,0,0,0
"Otu02194",0,0,0,0,6,7,2,3,0,7,1,7,1,0,0
"Otu02274",0,0,0,3,0,0,1,0,0,0,0,0,12,12,6
"Otu02284",3,6,4,0,3,3,2,3,2,2,3,3,0,0,0
"Otu02288",5,2,0,3,1,7,0,3,0,2,3,0,6,0,2
"Otu02291",0,2,2,2,2,3,0,1,1,5,0,1,2,6,7
"Otu02293",1,0,3,0,5,1,4,6,1,3,3,3,4,0,0
"Otu02295",5,1,3,0,0,3,0,6,0,5,1,5,3,0,2
"Otu02319",1,4,5,0,0,3,4,1,2,0,2,2,2,5,3
"Otu02364",7,0,3,4,2,1,0,0,0,1,3,5,4,1,3
"Otu02393",2,1,3,1,2,1,0,2,0,2,3,2,9,5,1
"Otu02406",0,1,4,1,0,0,6,0,3,1,5,3,5,2,3
"Otu02417",1,2,1,0,4,2,3,2,0,4,0,0,5,5,5
"Otu02420",0,5,2,2,5,3,0,5,0,0,0,5,3,4,0
"Otu02432",5,10,3,2,0,0,0,1,0,4,2,0,0,5,2
"Otu02443",0,2,2,5,0,3,1,5,2,1,2,4,3,2,2
"Otu02450",0,0,1,0,0,0,0,0,0,0,1,0,13,11,8
"Otu02462",0,1,0,0,1,0,0,1,5,2,0,0,13,8,3
"Otu02465",2,4,5,6,2,0,2,0,2,0,1,3,7,0,0
"Otu02482",1,0,1,1,1,1,1,2,0,3,14,3,3,2,1
"Otu02499",0,4,1,3,1,5,1,0,1,0,5,2,4,5,2
"Otu02500",3,5,4,0,3,1,2,0,8,3,2,0,1,2,0
"Otu02514",3,2,1,1,0,2,3,3,4,4,3,7,0,1,0
"Otu02515",4,0,0,1,3,5,0,5,0,0,1,3,7,0,5
"Otu02516",3,1,8,3,4,0,3,6,1,0,3,1,0,1,0
"Otu02517",2,3,5,0,1,1,1,2,1,8,0,5,3,1,1
"Otu02534",0,1,3,0,3,5,0,3,4,5,4,5,1,0,0
"Otu02536",3,1,1,2,1,4,2,1,3,3,4,1,2,2,4
"Otu02553",1,3,1,0,0,4,4,5,2,4,3,1,2,1,3
"Otu02555",2,5,3,2,0,2,0,0,2,0,0,0,14,1,3
"Otu02588",0,5,3,1,1,3,0,7,0,2,1,2,2,7,0
"Otu02602",3,3,4,3,2,3,3,1,0,1,4,7,0,0,0
"Otu02613",8,0,1,0,1,2,2,2,3,4,3,2,2,2,2
"Otu02616",1,0,2,0,5,0,3,3,0,4,1,6,5,4,0
"Otu02628",6,2,1,1,1,0,2,4,1,2,4,2,4,3,1
"Otu02647",4,2,0,1,0,0,0,0,0,1,0,0,14,8,4
"Otu02662",0,0,4,0,4,0,1,4,1,4,0,5,3,4,4
"Otu02669",0,0,6,0,2,6,3,1,0,2,0,4,6,2,2
"Otu02714",5,5,8,4,0,2,0,0,1,1,1,4,0,0,3
"Otu02716",1,1,2,1,0,1,0,1,0,3,3,2,7,8,4
"Otu02740",0,0,0,0,0,0,0,0,0,0,0,0,11,13,10
"Otu02749",2,3,2,3,0,0,7,3,1,2,3,5,2,1,0
"Otu02759",0,3,0,0,0,0,0,0,0,3,0,0,15,5,8
"Otu02767",0,1,1,0,0,6,2,4,0,3,1,2,3,7,4
"Otu02771",1,0,4,0,0,1,1,0,0,27,0,0,0,0,0
"Otu02783",1,1,1,0,0,1,6,4,17,0,0,2,0,0,1
"Otu02835",4,8,2,2,2,1,2,1,0,3,6,1,0,2,0
"Otu02838",0,0,4,4,2,2,2,2,1,5,3,6,2,1,0
"Otu02848",0,0,0,0,0,0,2,31,0,0,0,0,0,0,1
"Otu02913",4,2,0,1,1,5,0,6,6,5,2,1,0,0,1
"Otu02917",4,3,0,1,2,3,3,4,5,4,4,0,0,0,1
"Otu02924",3,0,0,0,2,1,5,2,0,2,0,3,5,4,7
"Otu02965",1,3,1,4,0,5,1,2,0,2,2,4,3,2,4
"Otu03029",0,0,1,0,0,0,0,0,0,33,0,0,0,0,0
"Otu03048",7,1,1,0,0,0,3,4,13,0,0,0,2,1,2
"Otu03119",7,6,4,0,0,1,5,1,1,0,5,1,1,1,1
"Otu03139",8,0,7,0,1,3,3,1,0,3,6,0,2,0,0
"Otu03308",0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"Otu02161",0,0,0,1,2,7,1,4,0,2,2,0,0,12,2
"Otu02193",0,0,4,1,0,4,0,0,7,0,0,0,13,3,1
"Otu02233",0,1,2,0,0,0,2,5,0,1,3,2,7,8,2
"Otu02299",2,1,1,0,0,3,2,1,2,2,1,0,8,3,7
"Otu02330",1,0,0,0,0,0,0,1,1,0,0,0,8,10,12
"Otu02359",0,2,0,2,3,7,4,3,4,0,0,1,4,0,3
"Otu02365",0,3,1,0,2,1,2,7,2,1,3,0,7,2,2
"Otu02390",2,5,1,1,4,1,5,6,3,0,1,1,2,0,1
"Otu02407",1,4,0,5,2,3,0,0,2,5,0,9,0,0,2
"Otu02412",0,0,2,2,1,2,0,4,2,1,2,0,1,10,6
"Otu02444",0,3,0,0,0,0,1,0,1,0,0,0,12,4,12
"Otu02448",0,0,2,0,0,2,0,0,3,2,0,4,7,7,6
"Otu02457",5,5,0,0,2,2,2,4,3,6,3,1,0,0,0
"Otu02483",1,5,1,2,0,8,6,2,0,1,1,3,1,1,1
"Otu02486",0,2,1,0,5,6,4,1,1,1,1,1,5,2,3
"Otu02490",7,6,2,2,0,0,3,3,1,3,1,2,1,1,1
"Otu02521",6,0,2,6,0,7,2,1,1,2,1,2,2,1,0
"Otu02523",3,0,3,0,6,0,1,2,3,3,3,3,1,2,3
"Otu02530",2,2,1,0,4,10,1,0,0,2,3,1,6,1,0
"Otu02550",3,2,6,0,0,0,1,0,2,0,1,0,7,5,6
"Otu02568",1,0,1,1,0,1,0,0,1,0,1,0,4,8,15
"Otu02571",1,0,8,0,0,1,6,7,1,0,0,0,0,8,1
"Otu02577",1,1,3,2,2,2,2,6,4,4,0,4,0,2,0
"Otu02578",0,1,4,1,2,3,0,0,0,2,5,0,2,8,5
"Otu02601",1,0,0,0,0,0,0,0,0,0,0,0,10,14,8
"Otu02605",3,6,7,1,0,2,2,1,1,1,4,3,2,0,0
"Otu02631",0,0,0,0,2,10,4,1,5,1,6,3,1,0,0
"Otu02636",2,2,3,3,0,0,4,0,11,2,2,1,1,2,0
"Otu02651",1,2,0,0,3,1,0,3,4,0,5,3,4,6,1
"Otu02652",1,0,2,0,0,10,3,3,4,5,2,2,0,0,1
"Otu02667",0,0,0,1,0,4,0,2,2,3,0,3,2,8,8
"Otu02679",1,3,0,0,1,2,3,4,0,0,4,9,5,1,0
"Otu02684",1,0,4,5,0,2,3,5,4,0,3,3,0,1,2
"Otu02688",2,0,1,1,3,3,3,3,0,5,1,4,5,1,1
"Otu02735",3,1,3,0,0,6,3,0,6,2,1,0,5,2,1
"Otu02737",2,3,6,1,0,0,0,2,0,0,2,0,3,5,9
"Otu02827",1,1,0,0,4,0,5,2,1,2,2,1,4,2,8
"Otu02843",4,3,4,1,0,1,3,3,4,4,3,0,2,0,1
"Otu02852",3,6,0,1,1,1,4,1,9,1,1,0,0,2,3
"Otu02863",0,5,2,3,4,4,2,4,2,3,1,0,0,0,3
"Otu02868",0,0,0,9,0,0,2,15,0,0,0,0,0,3,4
"Otu02872",0,0,0,0,7,1,3,0,0,7,5,0,5,3,2
"Otu02918",0,4,6,1,4,0,3,0,0,2,4,2,2,1,4
"Otu02920",0,2,4,6,3,0,1,2,0,2,5,2,4,2,0
"Otu02921",2,6,9,0,3,2,0,3,0,1,0,4,2,0,1
"Otu02923",2,1,3,2,3,2,1,1,1,4,2,0,5,2,4
"Otu02928",5,9,11,1,0,0,0,2,0,2,3,0,0,0,0
"Otu02939",4,9,6,4,2,0,0,1,2,1,0,0,0,2,2
"Otu02960",0,3,0,2,5,8,1,2,3,3,3,1,1,0,1
"Otu02963",5,1,3,5,8,0,0,2,1,1,2,3,2,0,0
"Otu03013",7,2,0,11,0,0,4,8,0,0,1,0,0,0,0
"Otu03018",8,0,0,3,1,3,2,2,6,0,0,0,0,2,6
"Otu03092",5,0,0,5,4,5,2,2,2,0,3,1,0,3,1
"Otu03112",0,3,4,0,3,2,0,0,2,0,0,2,2,3,12
"Otu03149",5,2,3,2,4,3,2,2,2,0,3,4,0,0,1
"Otu03279",1,0,0,0,0,0,5,6,2,0,5,5,3,2,4
"Otu01964",1,0,1,4,8,4,4,2,1,3,0,4,0,0,0
"Otu02245",0,0,0,0,0,0,0,0,0,0,0,0,26,6,0
"Otu02248",0,6,1,0,2,3,4,1,3,2,2,2,4,2,0
"Otu02250",3,4,0,2,3,3,4,2,0,2,3,4,1,0,1
"Otu02263",2,2,0,0,2,2,5,2,4,0,8,3,1,1,0
"Otu02267",2,2,0,0,1,3,2,0,3,3,0,1,5,3,7
"Otu02268",2,3,4,0,0,2,1,4,1,2,2,5,0,2,4
"Otu02279",6,2,4,2,4,0,0,1,0,1,3,3,3,3,0
"Otu02351",0,1,3,2,3,2,3,5,4,0,3,5,0,0,1
"Otu02389",0,0,0,0,5,10,0,0,0,3,6,8,0,0,0
"Otu02395",0,0,7,0,3,4,3,0,5,1,1,0,1,5,2
"Otu02411",4,4,2,4,1,4,8,0,0,0,0,2,3,0,0
"Otu02487",3,0,6,0,1,0,0,5,0,3,3,0,3,4,4
"Otu02525",4,3,3,3,1,0,3,0,3,1,0,3,5,1,2
"Otu02539",0,0,0,0,0,1,0,0,0,2,0,0,6,17,6
"Otu02551",0,0,0,0,0,0,0,0,0,0,0,0,14,12,6
"Otu02563",3,6,0,2,4,1,0,3,3,0,3,3,4,0,0
"Otu02572",4,2,8,3,2,1,4,2,2,1,2,0,0,1,0
"Otu02574",2,3,6,0,4,2,0,0,6,1,1,0,0,3,4
"Otu02576",1,2,0,2,2,5,6,2,1,1,3,3,2,1,1
"Otu02619",0,2,7,1,0,2,0,4,3,4,1,0,3,2,3
"Otu02621",1,3,0,6,5,5,1,0,2,0,4,1,1,2,1
"Otu02642",0,0,0,2,1,1,7,8,8,2,2,1,0,0,0
"Otu02655",4,6,9,2,3,0,0,0,2,0,3,3,0,0,0
"Otu02659",0,6,3,2,3,3,1,0,1,0,2,3,4,1,3
"Otu02668",6,2,3,0,0,0,1,4,5,8,3,0,0,0,0
"Otu02685",0,0,1,3,0,0,0,0,0,1,0,0,17,8,2
"Otu02712",2,7,0,2,3,0,1,3,0,2,5,3,4,0,0
"Otu02721",0,2,0,0,1,4,1,0,1,0,1,5,3,6,8
"Otu02741",0,1,0,0,0,0,0,0,2,0,0,0,6,10,13
"Otu02751",0,0,0,0,0,0,0,0,0,0,0,0,25,4,3
"Otu02760",3,1,5,0,0,2,1,1,0,0,3,1,5,5,5
"Otu02766",1,2,2,3,2,0,0,1,1,2,0,0,5,3,10
"Otu02773",0,1,3,4,0,2,3,1,0,2,3,3,5,5,0
"Otu02775",0,3,3,0,0,0,0,0,0,0,1,0,16,6,3
"Otu02776",4,1,4,1,8,2,1,2,1,1,0,1,2,1,3
"Otu02779",6,1,1,1,2,6,3,2,2,0,3,0,3,2,0
"Otu02791",2,4,5,3,5,2,2,0,3,0,1,2,2,0,1
"Otu02793",5,0,0,0,4,0,1,8,4,5,0,1,0,4,0
"Otu02796",2,0,0,5,4,6,1,1,3,1,4,3,0,0,2
"Otu02797",1,0,6,0,0,2,5,0,4,9,1,4,0,0,0
"Otu02819",3,0,2,0,0,5,4,6,5,0,4,3,0,0,0
"Otu02821",1,8,0,1,2,1,0,6,0,4,3,4,0,2,0
"Otu02831",0,4,8,0,7,0,2,4,2,4,0,0,0,0,1
"Otu02836",1,2,0,9,2,3,3,1,0,1,4,2,0,4,0
"Otu02859",4,2,0,0,6,5,2,3,1,4,0,3,0,1,1
"Otu02877",0,3,0,0,2,2,1,2,1,4,9,4,0,3,1
"Otu02878",3,0,2,1,0,0,0,4,2,0,1,0,5,9,5
"Otu02895",5,1,3,0,2,0,2,2,0,1,4,3,1,4,4
"Otu02907",0,1,7,2,0,4,4,2,2,1,1,0,2,0,6
"Otu02970",0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"Otu02992",0,0,0,0,1,0,0,0,0,2,2,0,6,16,5
"Otu02998",2,3,5,1,2,5,0,0,0,4,0,1,3,3,3
"Otu03046",1,0,2,1,2,1,0,0,1,0,3,1,7,5,8
"Otu03088",0,0,0,6,2,7,2,6,0,2,2,0,0,0,5
"Otu03103",0,0,9,2,0,4,0,0,5,4,0,0,0,7,1
"Otu03105",0,1,1,0,4,2,0,1,2,0,1,0,7,6,7
"Otu03117",0,0,2,0,6,3,4,3,0,0,5,1,3,4,1
"Otu03150",27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03169",1,1,0,0,1,6,0,2,4,1,2,2,6,6,0
"Otu03322",2,0,0,1,6,2,1,12,2,2,1,3,0,0,0
"Otu02144",2,7,1,0,6,2,0,1,0,0,9,0,0,3,0
"Otu02223",5,6,2,1,0,1,2,5,1,0,4,2,0,1,1
"Otu02230",3,1,8,3,1,4,0,3,3,0,1,2,0,0,2
"Otu02332",1,3,11,0,0,3,1,1,0,0,0,0,3,2,6
"Otu02350",2,1,1,0,1,8,5,0,2,1,3,5,1,0,1
"Otu02387",0,2,2,0,0,0,1,0,0,0,0,1,11,12,2
"Otu02403",3,1,3,0,6,2,1,0,0,0,2,3,6,3,1
"Otu02415",4,2,1,0,3,3,0,3,0,2,3,3,2,2,3
"Otu02440",1,1,0,0,2,2,3,3,3,2,4,4,3,3,0
"Otu02447",2,2,3,1,1,0,3,3,3,1,0,6,3,2,1
"Otu02461",4,5,2,2,2,5,0,2,1,1,3,2,2,0,0
"Otu02463",9,0,2,0,1,3,0,2,5,0,5,4,0,0,0
"Otu02468",2,6,4,3,3,0,2,0,3,1,1,3,1,1,1
"Otu02488",0,0,0,2,3,1,1,0,4,1,4,0,5,5,5
"Otu02491",0,1,5,1,0,5,4,3,0,1,2,0,2,3,4
"Otu02502",1,1,0,0,0,7,1,4,3,1,2,3,4,4,0
"Otu02519",0,1,6,1,3,3,2,2,6,1,4,1,1,0,0
"Otu02526",7,0,7,0,0,1,2,4,0,3,2,2,3,0,0
"Otu02541",1,1,1,4,5,8,3,0,2,1,0,3,2,0,0
"Otu02545",3,0,3,3,2,0,0,2,1,0,4,3,3,4,3
"Otu02561",2,0,3,1,0,0,0,0,0,1,0,0,12,6,6
"Otu02584",7,4,0,0,3,2,0,0,1,1,1,5,6,0,1
"Otu02594",3,9,6,4,5,0,1,0,0,1,0,2,0,0,0
"Otu02597",2,0,3,2,0,2,2,0,3,0,0,10,5,1,1
"Otu02627",2,2,0,0,1,1,0,2,0,2,0,3,3,10,5
"Otu02629",3,0,0,1,0,0,1,1,0,2,0,0,6,11,6
"Otu02640",5,1,1,7,1,5,0,2,2,0,3,2,1,1,0
"Otu02672",0,2,1,0,1,0,1,10,6,3,0,1,0,5,1
"Otu02680",0,0,0,0,2,19,2,2,0,1,5,0,0,0,0
"Otu02690",4,7,3,1,2,4,3,0,3,0,0,0,1,3,0
"Otu02692",10,4,7,0,1,0,0,1,3,1,2,0,0,2,0
"Otu02697",0,0,1,0,0,2,1,0,1,0,0,2,10,4,10
"Otu02710",5,2,6,0,1,1,4,1,1,0,0,4,2,3,1
"Otu02711",1,3,1,2,1,3,2,7,0,1,0,4,3,0,3
"Otu02718",2,6,5,1,0,1,0,0,3,1,0,2,7,1,2
"Otu02724",3,4,0,1,6,2,0,0,0,1,1,0,3,5,5
"Otu02727",21,3,0,0,0,0,0,7,0,0,0,0,0,0,0
"Otu02765",1,0,3,6,0,3,1,0,1,2,5,5,3,0,1
"Otu02784",4,0,3,1,0,0,5,2,0,1,4,3,5,1,2
"Otu02788",0,0,0,0,5,0,0,1,1,4,3,0,3,12,2
"Otu02800",2,4,6,0,1,6,1,4,1,1,0,4,1,0,0
"Otu02812",2,4,0,6,4,4,1,1,0,0,5,3,0,0,1
"Otu02830",1,0,0,5,0,0,0,0,0,0,0,0,11,8,6
"Otu02834",2,1,0,0,2,2,1,1,7,4,3,2,4,1,1
"Otu02845",2,3,5,2,1,3,3,2,2,1,5,0,2,0,0
"Otu02855",1,0,2,0,0,0,6,2,1,5,2,1,1,10,0
"Otu02866",1,3,1,0,2,2,0,4,1,2,2,3,5,1,4
"Otu02869",4,4,4,2,0,4,2,3,1,1,3,2,0,1,0
"Otu02896",0,0,2,0,2,0,6,2,4,8,2,0,1,0,4
"Otu02911",0,1,0,0,2,5,0,0,4,3,3,13,0,0,0
"Otu02914",3,3,0,1,0,0,1,20,0,2,0,0,0,1,0
"Otu02935",5,1,2,0,1,11,3,2,1,0,0,2,0,3,0
"Otu02936",4,3,4,0,7,0,0,0,5,2,2,3,0,0,1
"Otu02946",7,4,4,3,2,5,0,0,0,0,2,4,0,0,0
"Otu02955",0,3,4,2,5,2,1,3,1,0,0,3,0,4,3
"Otu02961",5,2,0,0,6,3,0,0,2,1,1,4,0,0,7
"Otu03031",1,5,6,0,0,1,2,3,2,1,0,0,7,3,0
"Otu03032",1,0,1,0,0,0,0,0,0,0,0,0,16,6,7
"Otu03035",4,6,0,0,0,4,4,6,0,2,4,0,0,0,1
"Otu03041",3,2,3,0,2,1,2,0,5,0,7,5,1,0,0
"Otu03047",7,8,5,0,0,2,1,2,0,0,1,0,3,1,1
"Otu03052",1,3,0,8,5,7,3,2,0,0,0,1,0,1,0
"Otu03063",3,1,4,1,3,3,2,4,2,2,1,4,0,0,1
"Otu03091",2,3,1,2,4,4,0,2,0,4,0,0,5,1,3
"Otu03096",2,0,0,3,3,5,3,3,2,2,7,1,0,0,0
"Otu03131",0,1,5,1,4,0,2,0,5,4,1,1,5,2,0
"Otu03236",0,0,0,0,0,0,3,28,0,0,0,0,0,0,0
"Otu03242",25,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu03255",5,1,0,2,2,3,1,3,2,0,0,3,0,3,6
"Otu03356",3,7,4,0,7,4,0,0,3,0,2,1,0,0,0
"Otu03366",2,0,1,0,5,4,2,3,3,1,5,4,0,0,1
"Otu02243",0,1,2,0,0,4,2,1,2,4,4,2,4,2,2
"Otu02348",1,2,1,1,1,1,3,5,4,2,3,3,2,1,0
"Otu02506",0,0,9,0,0,0,3,0,2,3,0,0,4,7,2
"Otu02586",2,6,3,0,1,3,0,2,2,3,3,1,2,0,2
"Otu02593",0,1,0,0,0,7,2,1,2,6,3,0,4,1,3
"Otu02595",4,3,4,3,0,1,0,3,1,3,3,5,0,0,0
"Otu02610",0,0,4,2,2,6,0,2,2,3,2,4,3,0,0
"Otu02614",0,1,1,0,2,6,4,0,1,3,4,2,1,5,0
"Otu02623",3,0,6,2,1,2,4,0,1,3,3,2,3,0,0
"Otu02635",2,3,1,0,0,2,1,4,4,3,6,0,2,2,0
"Otu02639",0,0,0,0,0,2,2,2,0,2,0,1,10,6,5
"Otu02650",2,2,6,2,3,2,2,0,1,5,3,1,0,1,0
"Otu02653",1,0,1,6,2,2,4,0,0,3,2,3,5,1,0
"Otu02663",3,5,4,0,2,0,2,0,1,2,1,0,3,4,3
"Otu02689",0,0,2,0,0,5,2,3,1,3,7,0,2,2,3
"Otu02704",0,6,6,2,0,2,1,2,0,4,3,1,0,2,1
"Otu02706",0,0,2,4,2,1,0,2,0,8,3,2,2,0,4
"Otu02707",2,0,2,1,2,3,1,0,1,2,4,2,3,4,3
"Otu02708",8,3,3,3,0,2,1,1,2,1,2,1,0,3,0
"Otu02717",0,0,4,2,1,4,1,9,1,2,0,2,1,2,1
"Otu02728",1,0,0,5,2,5,0,0,3,1,1,5,2,3,2
"Otu02736",5,3,0,5,3,0,0,5,2,2,4,0,0,1,0
"Otu02755",3,3,1,5,1,0,0,4,1,1,5,3,2,1,0
"Otu02757",1,0,2,1,2,0,0,4,0,0,0,2,5,7,6
"Otu02762",0,0,0,0,2,3,0,0,2,0,1,13,1,7,1
"Otu02772",1,0,0,0,0,4,2,0,1,9,1,7,2,3,0
"Otu02786",1,0,4,1,0,4,1,2,1,3,3,7,0,0,3
"Otu02792",6,0,2,2,2,0,4,1,4,3,0,3,0,0,3
"Otu02811",3,3,4,0,0,1,1,2,0,0,2,1,1,9,3
"Otu02815",0,0,1,1,1,0,3,2,0,1,0,0,7,7,7
"Otu02820",3,0,1,5,3,2,4,1,1,1,3,0,1,5,0
"Otu02832",5,6,1,0,1,2,4,0,5,2,2,2,0,0,0
"Otu02840",0,2,5,4,1,5,0,2,0,3,3,0,1,1,3
"Otu02850",0,6,3,1,0,7,0,2,1,2,4,1,1,0,2
"Otu02853",6,2,0,0,5,3,2,4,1,2,1,2,1,0,1
"Otu02857",3,3,3,5,3,4,1,3,1,0,1,1,1,0,1
"Otu02865",0,2,2,0,2,3,2,0,0,0,3,1,14,0,1
"Otu02867",1,8,3,0,4,5,1,3,0,0,1,4,0,0,0
"Otu02871",0,2,0,0,1,0,0,0,2,1,0,0,20,4,0
"Otu02882",3,0,0,0,0,7,3,1,0,3,0,0,7,5,1
"Otu02943",0,3,3,0,4,1,1,2,4,5,0,1,1,2,3
"Otu02966",0,1,2,2,4,2,1,0,2,2,1,1,0,8,4
"Otu02969",6,6,1,0,1,5,0,1,1,3,0,4,0,2,0
"Otu02981",4,0,3,11,0,5,3,1,0,0,0,3,0,0,0
"Otu02990",0,6,3,0,4,0,0,0,2,2,0,2,4,2,5
"Otu02991",2,5,0,0,0,8,3,1,1,0,5,1,0,0,4
"Otu03022",2,0,0,2,6,4,0,0,0,1,0,3,0,7,5
"Otu03058",0,0,0,0,0,0,0,5,1,1,0,0,22,0,1
"Otu03075",0,0,4,0,3,5,0,0,0,6,9,1,1,1,0
"Otu03090",4,3,0,0,2,2,1,1,1,5,1,1,6,3,0
"Otu03106",0,3,2,0,3,0,4,3,3,1,0,0,8,1,2
"Otu03158",1,0,0,1,0,1,0,0,1,14,0,6,0,4,2
"Otu03175",0,1,1,0,1,3,0,0,2,4,2,3,3,4,6
"Otu03177",0,0,0,8,0,0,2,20,0,0,0,0,0,0,0
"Otu03180",1,0,0,0,0,0,6,23,0,0,0,0,0,0,0
"Otu03196",4,8,6,5,2,0,2,0,0,0,1,0,0,0,2
"Otu03203",1,1,4,0,1,6,1,1,4,2,3,1,1,1,3
"Otu03215",5,0,14,0,0,0,1,1,2,1,0,0,3,3,0
"Otu03218",10,2,7,2,2,0,0,2,0,0,3,2,0,0,0
"Otu03239",1,0,7,2,0,0,2,2,11,0,4,0,0,1,0
"Otu03246",2,2,4,4,0,3,1,2,2,2,2,1,3,1,1
"Otu03253",5,3,0,13,0,0,1,8,0,0,0,0,0,0,0
"Otu03258",0,0,0,0,0,0,0,0,0,0,0,0,15,11,4
"Otu03271",0,0,0,0,7,3,0,5,2,1,0,3,4,4,1
"Otu03334",2,0,0,0,0,3,4,1,6,3,4,7,0,0,0
"Otu03376",6,6,3,0,4,4,3,1,0,1,0,0,2,0,0
"Otu03422",1,3,3,2,1,7,1,0,4,2,4,1,0,1,0
"Otu03603",0,0,0,29,0,0,1,0,0,0,0,0,0,0,0
"Otu02425",5,0,3,5,7,2,1,0,1,1,3,1,0,0,0
"Otu02455",1,5,1,2,4,4,0,0,0,1,3,1,2,2,3
"Otu02469",3,1,4,0,0,6,0,1,1,0,0,1,3,7,2
"Otu02533",4,0,3,3,1,3,1,0,2,1,0,2,2,3,4
"Otu02624",3,3,9,5,0,0,3,2,0,2,2,0,0,0,0
"Otu02637",2,4,3,0,3,3,2,1,1,1,3,0,1,2,3
"Otu02644",1,5,2,0,1,0,2,6,4,0,0,5,0,2,1
"Otu02658",3,2,5,1,0,7,0,1,1,2,5,2,0,0,0
"Otu02673",0,0,0,0,1,0,0,0,1,0,0,1,15,4,7
